Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
control-sony-ps3-92,CONTROL SONY PS3,<p>CONTROL SONY PS3 con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,92,250,shopify,2,deny,manual,100000,115000,TRUE,FALSE,https://museumgames.com.ar/wp-content/uploads/2023/07/1000095902.jpg,1,active
aro-de-luz-26-cm-led-tripode-2-1-mtrs-30556,ARO DE LUZ 26 CM LED + TRIPODE 2.1 MTRS,<p>ARO DE LUZ 26 CM LED + TRIPODE 2.1 MTRS con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,30556,250,shopify,1,deny,manual,55000,63250,TRUE,FALSE,https://losnovedosos.com/wp-content/uploads/2025/08/4960842640727846808.jpg,1,active
teclado-mini-numeric-cable-usb-1136100,TECLADO MINI NUMERIC CABLE USB,<p>TECLADO MINI NUMERIC CABLE USB con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,1136100,250,shopify,7,deny,manual,40000,46000,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_821611-CBT81335908920_122024-O.webp,1,active
teclado-numerico-inalambrico-lh042-1123700,TECLADO NUMERICO INALAMBRICO LH042,<p>TECLADO NUMERICO INALAMBRICO LH042 con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,1123700,250,shopify,8,deny,manual,55000,63250,TRUE,FALSE,https://cambiosystem.com/wp-content/uploads/2023/11/teclado-numerico-inalambrico_11237_lh042_1.jpg,1,active
wireless-n-router-300mbps-tp-link-tl-wr850n,WIRELESS N ROUTER 300Mbps TP-LINK,<p>WIRELESS N ROUTER 300Mbps TP-LINK con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,TL-WR850N,250,shopify,1,deny,manual,105000,120750,TRUE,FALSE,https://www.shiftdigital.com.ar/images/Tp-Link Router TL-WR850N ISP 1.jpg?osCsid=0f7ed6b6e8cf4139281fc30fd76c94b5,1,active
membrana-14-kp01-jaltech-10233,"MEMBRANA 14"" KP01 JALTECH","<p>MEMBRANA 14"" KP01 JALTECH con garantía oficial Tecno+.</p>",Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,10233,250,shopify,5,deny,manual,10000,11500,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_724077-MCO48306355880_112021-O.jpg,1,active
membranas-14-pulgadas-notebook-9017,MEMBRANAS 14 PULGADAS NOTEBOOK,<p>MEMBRANAS 14 PULGADAS NOTEBOOK con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,9017,250,shopify,6,deny,manual,15000,17250,TRUE,FALSE,https://digitalstore.com.co/wp-content/uploads/2025/05/0205.jpg,1,active
membrana-10-pulgadas-notebook-9018,MEMBRANA 10 PULGADAS NOTEBOOK,<p>MEMBRANA 10 PULGADAS NOTEBOOK con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,9018,250,shopify,1,deny,manual,5000,5750,TRUE,FALSE,https://digitalmtx.com/wp-content/uploads/Pantalla-Portatil-10-1-Pulgadas-Brillante-40Pines-1004-1.webp,1,active
membrana-15-pulgadas-artwork-9016,MEMBRANA 15 PULGADAS ARTWORK,<p>MEMBRANA 15 PULGADAS ARTWORK con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,9016,250,shopify,1,deny,manual,10000,11500,TRUE,FALSE,https://c.cdnmp.net/782903413/p/m/4/membrana-fpo-sarnafil-t-66-15d-ral-9016~6584.jpg,1,active
carg-compatible-con-hacer-19-v-2-15a-80174,CARG COMPATIBLE CON HACER 19.V 2.15A,<p>CARG COMPATIBLE CON HACER 19.V 2.15A con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,80174,250,shopify,2,deny,manual,50000,57500,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_746814-CBT75778885696_042024-O.webp,1,active
router-inalambrico-multimodo-2-antenas-n300-mbps-mercusys-mw,ROUTER INALAMBRICO MULTIMODO 2 ANTENAS N300 MBPS MERCUSYS,<p>ROUTER INALAMBRICO MULTIMODO 2 ANTENAS N300 MBPS MERCUSYS con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,MW302R,250,shopify,1,deny,manual,90000,103500,TRUE,FALSE,https://tecnomarketperu.com/235-superlarge_default/mercusys-mw302r-router-300mbps-n-multimodo-2-antenas.jpg,1,active
lenovo-k3-pro-thinkplus-2024-12,LENOVO K3 PRO THINKPLUS,<p>LENOVO K3 PRO THINKPLUS con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,2024-12,250,shopify,1,deny,manual,75000,86250,TRUE,FALSE,https://cdn.aukro.cz/images/sk1696937572920/original-lenovo-thinkplus-k3-pro-venkovni-prenosny-reproduktor-173028909.jpeg,1,active
caja-sata-3-5-usb-3-0-11350,"CAJA SATA 3.5""-USB 3.0","<p>CAJA SATA 3.5""-USB 3.0 con garantía oficial Tecno+.</p>",Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,11350,250,shopify,2,deny,manual,140000,161000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2023/07/CAJA-SATA-3.5-USB-3.0_11350_JAL-3.5_3.png,1,active
projector-multimedia-ultra-hd-model-f100-69683857920,PROJECTOR MULTIMEDIA ULTRA HD MODEL:F100,<p>PROJECTOR MULTIMEDIA ULTRA HD MODEL:F100 con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,69683857920,250,shopify,1,deny,manual,220000,253000,TRUE,FALSE,https://www.wilko.com/assets/bWFzdGVyfGltYWdlc3wxODgwODZ8aW1hZ2UvanBlZ3xoYjAvaDc1Lzk2MDU5NTYwMTAwMTQvMDY0MTQxM181LmpwZ3xjY2FlYjExZWE3MjM5MzNiYTQ1MzY2ZmZiNDk1OGYxOTRmM2I2ZjZjYTY4MmM4ZmRhMGY2YjA4MWU5ZDgzMmI2/0641413-5.jpg,1,active
dual-band-gigabit-wifi-6-router-tenda-tx2,DUAL BAND GIGABIT WIFI 6 ROUTER TENDA,<p>DUAL BAND GIGABIT WIFI 6 ROUTER TENDA con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,TX2,250,shopify,1,deny,manual,300000,345000,TRUE,FALSE,https://www.hdcompany.pe/uploads/TENDA-TX2-Dual-Band-Gigabit-Wi-Fi-6-Router-05102023140017.png,1,active
lexa-cargador-acer-19v-2-37a-12115,LEXA CARGADOR ACER 19V-2.37A,<p>LEXA CARGADOR ACER 19V-2.37A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,12115,250,shopify,1,deny,manual,65000,74750,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_782199-MLV54730597824_032023-O.webp,1,active
adaptador-pos-jaltech-apjt1-40023,ADAPTADOR POS JALTECH APJT1,<p>ADAPTADOR POS JALTECH APJT1 con garantía oficial Tecno+.</p>,Tecno+,POS y Oficina,POS y Oficina,"POS y Oficina, tecno-plus",TRUE,Title,Default Title,40023,250,shopify,4,deny,manual,80000,92000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2019/05/ADAPTADOR POS JALTECH_40023_APJT1_1-600x600.png,1,active
traductor-inteligente-de-idiomas-g6-25a018-g6-25a018,TRADUCTOR INTELIGENTE DE IDIOMAS G6 25A018,<p>TRADUCTOR INTELIGENTE DE IDIOMAS G6 25A018 con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,G6-25A018,250,shopify,1,deny,manual,200000,230000,TRUE,FALSE,https://ae01.alicdn.com/kf/H0ea6c8d8b1524607bc277bf4340079f2o.jpg,1,active
j-r-psu-plus-780w-psu-008,J&R PSU PLUS 780W,<p>J&R PSU PLUS 780W con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,PSU-008,250,shopify,1,deny,manual,95000,109250,TRUE,FALSE,https://www.quorumsystem.com.co/wp-content/uploads/2023/09/D_NQ_NP_688233-MCO71155299126_082023-O-1.png,1,active
microfono-de-cable-valemi-vm-1017,MICROFONO DE CABLE VALEMI,<p>MICROFONO DE CABLE VALEMI con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,VM-1017,250,shopify,1,deny,manual,35000,40250,TRUE,FALSE,https://valrobcell.com/wp-content/uploads/2025/09/Microfono-Inalambrico-VM-308.webp,1,active
laptod-adapter-monitor-hp-19v-1-5a-9029,LAPTOD ADAPTER MONITOR HP 19V 1.5A,<p>LAPTOD ADAPTER MONITOR HP 19V 1.5A con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,9029,250,shopify,1,deny,manual,75000,86250,TRUE,FALSE,https://trivico.la/images/products/detail/HP-19V-1.58A-4.0x1.7-OEM-NBC111.jpg?ref=9029,1,active
cargador-portatil-msi-19v-23a-11164,CARGADOR PORTATIL MSI 19V 23A,<p>CARGADOR PORTATIL MSI 19V 23A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,11164,250,shopify,2,deny,manual,120000,138000,TRUE,FALSE,https://m.media-amazon.com/images/I/61tDVCyC4eL._AC_SL1500_.jpg,1,active
carg-para-asus-gamer-19v-6-32a-11291,CARG PARA ASUS GAMER 19V-6.32A,<p>CARG PARA ASUS GAMER 19V-6.32A con garantía oficial Tecno+.</p>,Tecno+,Gaming y TV Box,Gaming y TV Box,"Gaming y TV Box, tecno-plus",TRUE,Title,Default Title,11291,250,shopify,1,deny,manual,150000,172500,TRUE,FALSE,https://tecnologianexos.com/wp-content/uploads/2024/01/s-l1600-3.jpg,1,active
luces-de-belleza-panel-pl-26-profesional-pl-26,LUCES DE BELLEZA PANEL PL-26 PROFESIONAL,<p>LUCES DE BELLEZA PANEL PL-26 PROFESIONAL con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,PL-26,250,shopify,1,deny,manual,130000,149500,TRUE,FALSE,https://beautyartistshop.cl/wp-content/uploads/2888-1.jpg,1,active
afeitadora-kemei-4-en-1-model-km-6630-km 6630,AFEITADORA KEMEI 4 EN 1 MODEL: KM 6630,<p>AFEITADORA KEMEI 4 EN 1 MODEL: KM 6630 con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,KM 6630,250,shopify,1,deny,manual,70000,80500,TRUE,FALSE,https://manuals.plus/ae/1005007360011324/images/S3b54ce9ff41a4bcf9df1a9d45fee5e13l.jpg,1,active
teclado-portable-compatible-con-ios-y-windows-092025-cl-888,TECLADO PORTABLE COMPATIBLE CON IOS Y WINDOWS 092025,<p>TECLADO PORTABLE COMPATIBLE CON IOS Y WINDOWS 092025 con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,CL-888,250,shopify,1,deny,manual,220000,253000,TRUE,FALSE,https://m.media-amazon.com/images/I/71SOBPPvmLL.jpg,1,active
teclado-inalambrico-plegable-r210-174446,TECLADO INALAMBRICO PLEGABLE,<p>TECLADO INALAMBRICO PLEGABLE con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,R210-174446,250,shopify,1,deny,manual,300000,345000,TRUE,FALSE,https://m.media-amazon.com/images/I/71Nh4oXt8qL._AC_SL1500_.jpg,1,active
lapiz-inteligente-ios-ipadmini-air-pro-k-2259,LAPIZ INTELIGENTE IOS IPADMINI AIR PRO,<p>LAPIZ INTELIGENTE IOS IPADMINI AIR PRO con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,K-2259,250,shopify,1,deny,manual,60000,69000,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_931416-MLA79860910460_102024-O.webp,1,active
teclado-magnetico-jephny-focus-on-3c-digital-hb-x7c,TECLADO MAGNETICO JEPHNY FOCUS ON 3C DIGITAL,<p>TECLADO MAGNETICO JEPHNY FOCUS ON 3C DIGITAL con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,HB-X7C,250,shopify,1,deny,manual,180000,207000,TRUE,FALSE,https://device.report/m/92afa89115c44e3d6996317f672f4be5be939e032d51e4d69bea5b6e2e8096d1.png,1,active
network-digital-sound-card-para-transmision-en-vivo-8672779,NETWORK DIGITAL SOUND CARD PARA TRANSMISION EN VIVO,<p>NETWORK DIGITAL SOUND CARD PARA TRANSMISION EN VIVO con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,8672779,250,shopify,1,deny,manual,250000,287500,TRUE,FALSE,https://i5.walmartimages.com/asr/b6359486-5897-493e-8da2-27536710326c.28696f2ab4a9bfa401c31a032a7fc6fa.jpeg,1,active
bolso-para-tablet-en-cuero-sintetico-ym1003-ym1003,BOLSO PARA TABLET EN CUERO SINTETICO YM1003,<p>BOLSO PARA TABLET EN CUERO SINTETICO YM1003 con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,YM1003,250,shopify,1,deny,manual,110000,126500,TRUE,FALSE,https://ae01.alicdn.com/kf/S635889472efd4925a6c7cdd79df7037dF/Bolso-de-hombro-para-tableta-port-til-bolsa-de-almacenamiento-de-9-11-13-3-pulgadas.jpg,1,active
keyboard-case-ipad-10ma-generaci-n-kb002,KEYBOARD CASE IPAD 10MA GENERACIÓN,<p>KEYBOARD CASE IPAD 10MA GENERACIÓN con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,KB002,250,shopify,1,deny,manual,190000,218500,TRUE,FALSE,https://microless.com/cdn/products/984711b3db74de9308bfc220673b1049-hi.jpg,1,active
case-ipad-10th-10-9-2022-9013,CASE IPAD 10TH 10.9 2022,<p>CASE IPAD 10TH 10.9 2022 con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,9013,250,shopify,3,deny,manual,80000,92000,TRUE,FALSE,https://i5.walmartimages.com/seo/ProCase-iPad-10th-Generation-Case-Pencil-Holder-2022-10-9-Inch-Case-Clear-Transparent-Back-Shell-Trifold-Protective-Cases-Smart-Cover-Gen-A2696-A2757_8652474c-5ee1-4262-ba63-29c9f37c63e4.6e96f22bc3771d0eaf9aa5d86782eaef.jpeg,1,active
jaltech-power-cable-10-mtr-10974,JALTECH POWER CABLE 10 MTR,<p>JALTECH POWER CABLE 10 MTR con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10974,250,shopify,12,deny,manual,35000,40250,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2023/08/CABLE-IMPRESORA-10-MTS_11297_IMP-10M_3-768x768.png,1,active
extension-usb-2-0-3m-blindada-10506,EXTENSION USB 2.0 3M BLINDADA,<p>EXTENSION USB 2.0 3M BLINDADA con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,10506,250,shopify,3,deny,manual,20000,23000,TRUE,FALSE,https://latiendatecno.com/wp-content/uploads/2024/04/1315a.jpg,1,active
cable-de-impresora-blindado-5-mt-10546,CABLE DE IMPRESORA BLINDADO 5 MT,<p>CABLE DE IMPRESORA BLINDADO 5 MT con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,10546,250,shopify,4,deny,manual,25000,28750,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_721905-MLA91946384307_092025-O.webp,1,active
cable-hdmi-14-1-encauchetado-10-mt-11757,CABLE HDMI 14+1 ENCAUCHETADO 10 MT,<p>CABLE HDMI 14+1 ENCAUCHETADO 10 MT con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11757,250,shopify,5,deny,manual,35000,40250,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2025/12/CABLE-HDMI-141-ENCAUCHETADO-10-M_11757_1-1280x1280.png,1,active
cable-hdmi-14-1-encauchetado-5-mt-11755,CABLE HDMI 14+1 ENCAUCHETADO 5 MT,<p>CABLE HDMI 14+1 ENCAUCHETADO 5 MT con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11755,250,shopify,3,deny,manual,25000,28750,TRUE,FALSE,https://paisatech.co/wp-content/uploads/2026/01/CABLE-HDMI-141-ENCAUCHETADO-10-M_11755_1-1-600x600.png,1,active
router-3-antenas-750-mbps-tp-link-ac750,ROUTER 3 ANTENAS 750 MBPS TP LINK,<p>ROUTER 3 ANTENAS 750 MBPS TP LINK con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,AC750,250,shopify,1,deny,manual,180000,207000,TRUE,FALSE,https://coolboxpe.vtexassets.com/arquivos/ids/243727/ARCHER-C20_2.jpg?v=638072526960300000,1,active
jaltech-cable-rj45-30-mtr-17,JALTECH CABLE RJ45 30 MTR,<p>JALTECH CABLE RJ45 30 MTR con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,17,250,shopify,1,deny,manual,50000,57500,TRUE,FALSE,https://dasicaravan.com/wp-content/uploads/2025/09/1043329_ASS030065050_CABLE_ETHERNET_84f0.jpg,1,active
cable-hdmi-5-metros-nt-3004,CABLE HDMI 5 METROS,<p>CABLE HDMI 5 METROS con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,NT-3004,250,shopify,1,deny,manual,30000,34500,TRUE,FALSE,https://shopec.ec/wp-content/uploads/2024/12/c272.jpg,1,active
cable-hdmi-10-metros-item-c95-c9581000,CABLE HDMI 10 METROS ITEM C95,<p>CABLE HDMI 10 METROS ITEM C95 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,C9581000,250,shopify,1,deny,manual,50000,57500,TRUE,FALSE,https://mitecno.gt/image/cache/catalog/289-434/00301/Cable-HDMI-10-metros--550x550.jpg.webp,1,active
soporte-para-tv-17-42-con-rotacion-9015,"SOPORTE PARA TV 17""-42 CON ROTACION","<p>SOPORTE PARA TV 17""-42 CON ROTACION con garantía oficial Tecno+.</p>",Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,9015,250,shopify,2,deny,manual,40000,46000,TRUE,FALSE,https://www.conagro.com.uy/wp-content/uploads/2022/09/D_720009-MLU48408674581_122021-F.jpg,1,active
netion-ups-interactiva-e2303041226,NETION UPS INTERACTIVA,<p>NETION UPS INTERACTIVA con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,E2303041226,250,shopify,1,deny,manual,350000,402500,TRUE,FALSE,https://osakaelectronicsltda.com/9010-thickbox_default/ups-interactiva-3kva-netion.jpg,1,active
cable-iphone-usb-a-lightning-12,CABLE IPHONE USB A LIGHTNING,<p>CABLE IPHONE USB A LIGHTNING con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,12,250,shopify,17,deny,manual,70000,80500,TRUE,FALSE,https://promart.vteximg.com.br/arquivos/ids/6670753-1000-1000/image-3160b35fd490467ab0b0778450a63b53.jpg?v=638074262300100000,1,active
cable-iphone-c-c-60w-original-1-metro-mqkj3zm,CABLE IPHONE C-C 60W ORIGINAL 1 METRO,<p>CABLE IPHONE C-C 60W ORIGINAL 1 METRO con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,MQKJ3ZM,250,shopify,4,deny,manual,100000,115000,TRUE,FALSE,https://phonetastik.de/media/ee/0e/16/1701688599/00000000000000000000000021752901.jpg,1,active
lightning-to-headphone-jack-adapter-9020,LIGHTNING TO HEADPHONE JACK ADAPTER,<p>LIGHTNING TO HEADPHONE JACK ADAPTER con garantía oficial Tecno+.</p>,Tecno+,Audífonos y Diademas,Audífonos y Diademas,"Audífonos y Diademas, tecno-plus",TRUE,Title,Default Title,9020,250,shopify,1,deny,manual,40000,46000,TRUE,FALSE,https://autoplay.com.pk/wp-content/uploads/2024/03/988501599_max.jpg,1,active
cable-iphone-c-a-lighthing-1-metro-original-9022,CABLE IPHONE C A LIGHTHING 1 METRO ORIGINAL,<p>CABLE IPHONE C A LIGHTHING 1 METRO ORIGINAL con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,9022,250,shopify,5,deny,manual,80000,92000,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_738355-MCO73596979168_122023-O.webp,1,active
cubo-iphone-20w-original-1012,CUBO IPHONE 20W ORIGINAL,<p>CUBO IPHONE 20W ORIGINAL con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,1012,250,shopify,5,deny,manual,100000,115000,TRUE,FALSE,https://maycsuministros.com/wp-content/uploads/2023/11/D_NQ_NP_901569-MCR44879610553_022021-O.webp,1,active
cubo-iphone-generico-20w-9025,CUBO IPHONE GENERICO 20W,<p>CUBO IPHONE GENERICO 20W con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,9025,250,shopify,2,deny,manual,50000,57500,TRUE,FALSE,https://ourconnectivity.com/assets/uploads/396e078978f428c801fcb14361108cb0.png,1,active
cargador-14-pro-max-generico-25w-16,CARGADOR 14 PRO MAX GENERICO 25W,<p>CARGADOR 14 PRO MAX GENERICO 25W con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,16,250,shopify,2,deny,manual,50000,57500,TRUE,FALSE,https://mastecnologiapc.com/wp-content/uploads/2025/04/LM23-10-34.jpg,1,active
extra-thick-fast-charging-cable-cb418,EXTRA -THICK FAST CHARGING CABLE,<p>EXTRA -THICK FAST CHARGING CABLE con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,CB418,250,shopify,3,deny,manual,23000,26450,TRUE,FALSE,https://img.kilimall.com/c/public/store/9751/goods/image/101579635.jpg,1,active
comfortable-life-vidvie-cable-usb-a-v8-cb408v,COMFORTABLE LIFE VIDVIE CABLE USB A V8,<p>COMFORTABLE LIFE VIDVIE CABLE USB A V8 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,CB408V,250,shopify,13,deny,manual,15000,17250,TRUE,FALSE,https://www.vidvie.hk/Uploads/20240607/1717743529102905.jpg,1,active
caja-externa-2-0-basik-tech-80270,CAJA EXTERNA 2.0 BASIK TECH,<p>CAJA EXTERNA 2.0 BASIK TECH con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,80270,250,shopify,6,deny,manual,40000,46000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2023/08/CAJA-EXTERNA-2.0-BASIK-TECH_80270_BSK-CAJA-2.0_4-1200x1200.png,1,active
portable-yet-flexible-compact-portable-cb420,PORTABLE YET FLEXIBLE COMPACT & PORTABLE,<p>PORTABLE YET FLEXIBLE COMPACT & PORTABLE con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,CB420,250,shopify,4,deny,manual,38000,43700,TRUE,FALSE,https://campingguider.com/wp-content/uploads/2025/11/Compact_Cb_combined_image.jpg,1,active
cable-usb-a-c-nia-fast-cable-an-52,CABLE USB A C NIA FAST CABLE,<p>CABLE USB A C NIA FAST CABLE con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,AN-52,250,shopify,3,deny,manual,20000,23000,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_680326-MCO46850135199_072021-O.webp,1,active
jaltech-adaptador-corriente-12v-2a-11054-11054,JALTECH ADAPTADOR CORRIENTE 12V 2A 11054,<p>JALTECH ADAPTADOR CORRIENTE 12V 2A 11054 con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,11054,250,shopify,7,deny,manual,25000,28750,TRUE,FALSE,https://jaltechsas.com/product/adaptador-de-corriente5v-1a-2/ADAPTADOR-CORRIENTE-12V2A_11054_LH028_3.png,1,active
